,sair_adi,baslik,siir_link,siir
607,Ozan Efe,Özgürlük ve Aşk,https://www.antoloji.com/ozgurluk-ve-ask-2-siiri/,bana da  sana da gerek özgürlük aşkaşk uğruna baş amanallahözgürlüğe aşk kurbandır amanallah010109 denizli   Ozan EfeKayıt Tarihi : 1.1.2009 00:51:00
608,Osman Aközel,Aşk Olmasaydı,https://www.antoloji.com/ask-olmasaydi-4-siiri/,"Aşk olmasaydı, hayallerim olmazdı Aşk olmasaydı, yüreğim kabarmazdı Aşk olmasaydı, Osman ozan olmazdı Aşk olmasaydı, sevgili naz yapmazdı Aşk olmasaydı, sevgi kör sayılırdı Aşk olmasaydı, güzellikler olmazdı Aşk olmasaydı, Çok şeyler yok olurdu.Osman AKÖZEL   Osman AközelKayıt Tarihi : 5.6.2011 12:39:00"
609,Sami Çiftçi,Özgürlüğün Aşk Yolculuğu,https://www.antoloji.com/ozgurlugun-ask-yolculugu-siiri/,Yolcu Bir yolculuk yolcunun gözlerinde Bir yolcu yolun izlerinde Bir yuva sevgiler ülkesinde Bir aşk el değmemiş mahrem yüreğinde                               Aşk Bir mecnun aşkın peşinde Bir yol mecnunun izlerinde  Bir sevgi mecnunun esen yüreğinde Aranan aşk ise özgürlük peşinde                               Özgürlük Yalnızlıksa yolcunun yüreğinde Aranan aşkta özgürlüğün pençesinde Yarınlara ulaşmak yolcunun elinde Özgürlük özgürlükse aşkın izindeÖzgürlüğün aşk yolculuğu Özgürlük açılmamış olan tomurcuksa Aşk açacak olan güldür Yolcunun yüreğindeki aşk yolculuksa Özgürlük yolun sonundaki aşk bahçesidir.   Sami ÇiftçiKayıt Tarihi : 3.10.2008 11:03:00
610,Selim Temiz,Aşk Her Şeye Değer,https://www.antoloji.com/ask-her-seye-deger-siiri/,"Seviyorsan o güzel kızı durma ona koş Hayatına giren bu ilk aşk ile zıpla coş Bu gece romantik olsun mum ışığında loş Aşk her şeye değer, aşkın için deme meğer.Hayatın manası demektir yaşanacak aşk Yaşayan bir ölüsün hayatında yoksa aşk Aşk ile başla, aşk ile bitir, hayat bir aşk  Aşk her şeye değer, aşkın için deme meğer.Bütün gün hiç durmadan üret, çalış, çabala Bu kendi işin olsun aşkta olmaz kabala Eve dönüşü özlemek için çok çabala Aşk her şeye değer, aşkın için deme meğer.Bir bakarsın saniye olmuş dakika dolmuş Dakikalar koşmuş saatler bile yok olmuş Zaman su gibi akmış, aşk çiçek gibi solmuş Aşk her şeye değer, aşkın için deme meğer.   Selim TemizKayıt Tarihi : 2.7.2010 15:23:00"
611,İsmail Dinçer,Aşk Bir Sırdır,https://www.antoloji.com/ask-bir-sirdir-siiri/,"Aşık olan acı çekermi hiç Aşktır yaşanan,aşk Duyguların en kutsalı Gönülden fışkıran bir kaynak Ruhtan yağan bir sağanakBedenleri esir almıştır Gözler görmez hiçbir şeyi Eşya,mal,mülk yoktur ona Yüreğin bir kez yanmaya görsün O ateş dünyayı yakar bitirir Bir can vardır verilesi Oda,aşk doğunca Aşk olur biter.Akıldır acı çeken Akıldır kıskanan Akıldır bedenlerde, Takılıp kalan Derdi,tasası bitmez aklın Bir boğulur,bir kurtulur Hep acılarda kalır Bir sevinir,bir ağlar Kılıktan kılığa girerAşk bir sırdır Akıl çözebilirmi hiç Aşk bir deryadır  Akıl girebilirmi hiç Aşk bir ateştir Akıl yanabilirmi hiç Aşk bir ölümdür Akıl baş verebilirmi hiç   İsmail DinçerKayıt Tarihi : 10.2.2007 10:57:00"
612,Mustafa Ali Akbaş,Sustum-Aşk Uğruna,https://www.antoloji.com/sustum-ask-ugruna-siiri/,Kim ne derse desin Söyleyen söylesin Gitmek isteyen gitsin Ömür geçti aşk uğrunaNeler yaşadık neler Gördük ne güzeller Seven nice hainler Yaşadık aşk uğrunaKahpece vurulmadıkmı Haince satılmadıkmı Sahtece kandırılmadıkmı Sabır ettik aşk uğrunaYandıkta yakıldıkta Elimiz boş kaldıkta Köşelere sokuldukta Tac ettik aşk uğrunaSevimsizi sevmedikmi Gel dedi gelmedikmi Yalanı görmedikmi Taş bastık aşk uğrunaYüreklere sus dedik Hep oyunlara geldik İçimizden kahır ettik Dışımıza vurmadık aşk uğrunaGörmedikmi gidenleri Seviyorum diyenleri O yalancı gözleri Sevmedikmi aşk uğrunaVeda eden elleri kırardık Yalancı o gözleri oyardık Oyunlarını biz bozardık Bozmadık ama aşk uğrunaYalanı dolanı yapardık İhanet eder kopardık Ateş olur ama yakardık Yakmadık aşk uğrunaBizde biliriz vurmasını Hainler gibi satmasını Kefenleyip sarmasını Yapamadık aşk uğrunaİyilik yüzünü gösterip Menfeatlere değişip Aşkın zehrini içirip Kandırmadık aşk uğruna           14.05.2008   Mustafa Ali AkbaşKayıt Tarihi : 17.5.2008 22:44:00
613,Mustafa Atasever,Aşk Küskünü,https://www.antoloji.com/ask-kuskunu-3-siiri/,Hızlı aşkın yoktur sonu Boşa söyler aşk küskünü Hayal eyler onu bunu Unutamaz aşk küskünü.Aşk yarası derin olur Geceler hep yârin olur Avunursun kârın olur Unutamaz aşk küskünüUnutanlar yalan söyler Kendini teselli eyler Elden bir şey gelmez neyler Boşa söyler aşk küskünüMektup yazar ucu telli Yanar her halinden belli Yaşı olsa bile elli Unutamaz aşk küskünü.Mustafa'da kaldı izi Çok insana oldu mazi Akla düşer bazi bazi Unutamaz aşk küskünü.   Mustafa AtaseverKayıt Tarihi : 23.9.2008 11:56:00
614,Mustafa Cilasun,Şayet aşk yaşanmazsa umudun kurur!,https://www.antoloji.com/sayet-ask-yasanmazsa-umudun-kurur-siiri/,"Başlamıştı yine yüreğime karlar yağmaya Umutlarım ki sırılsıklam olarak hastalansa Sessizliğin hüznü halimi burksa da aldırma Bakalım ne çıkacaktı, durağın yalnızlığındaHani bazen, unutulan bir hicran kuşatır ya Nereye baksan hazan sinende azap olunca Hal efkârın salıncağında ağlayarak bakınca Yinede aldırma nasıl olsa umut aşk tadındaDinlediğim hüzzam eser nedense bir başka Saz ağlıyor, şair içimi okuyor, şevkte sızıysa Şayet sancılar ruhumda anlamlaşan umutsa Sen hiç korkma, o aşk kalbimin sağanağındaŞöyle geriye yaslanınca işte atim bambaşka Hani mazinin sayfaları aşkla taranınca aşkla Mavera heyecanı vuslat olarak aşk bahtında İnsan ihsanla anlam bulunca, aşkı anlayıncaNedense canlar koşturuyor bir avcı hazında Aşk insan kimliğinde hakkıyla anlaşılmazsa Kalp bizzat sahibine yabancılaşınca unutma Zevk başka, idrak aklın pervazında soluncaHani bir “ölü ölmüş” derler duyarsın ya anla Lakin o insan ki, tefekkür ülfetinden uzaksa Sen yinede halin fakirliğinde uyuklama yaşa Vakit şahittir, aşk letafettir, ölüm aşka eriştirArtık hiç üzülme, umutlar berekete vesileyse Azimet hikmetin sevdasındaki aşkın etkisiyse Sabrın dirliğinde asla üşüme filiz aşk şevkinde Toprak o gün refakat ederek aşkı kabul edinceYinede ağlamayı ihmal etme zira aşk seyrinde Vahdet ihlâsın fevkinde ruhunla bütünleşince Kalbin inayet için illaki nöbette ve sürur içinde Muhabbet selamın güzelliğinde aşk ateşi sendeNe kadar feda olursan ecirle sabrı yudumlarsan Umudunu aşk yolunda harmanlayıp nur olursan Arifin ihsanında yarensin ve veli ilminde nefessin Arızı sancılar korkutmaz, kalbine hicranı koymazNefesinde mahzunluk bulunmaz aşk hali yormaz Kim ne derse desin sadece akılla sırat bulunmaz Aşk vicdanı kuşatır aklı olgunlaştırır nefsi anlatır Kim yaren olmak isterse, aşkın sızısıyla manalaşır   Mustafa CilasunKayıt Tarihi : 25.1.2010 11:47:00"
615,İbrahim Şık,Sevgi Katilisin,https://www.antoloji.com/sevgi-katilisin-siiri/,"Gülüm sen kendini güzel sanan  Aşka karşılık vermeyip de atan  Üç kuruş hediyeye sevgisini satan  Sen aşk dan anlamaz sevgi katilisin Pahalı hediyeler almayı bir aşk bilen  Bir pırlanta yüzük için sevdiğini silen  Ey kalpsiz duygusuz sen var ya sen  Sen aşk dan anlamaz sevgi katilisin Aşk senin bildiğin gibi zenginle olmaz  Karun kadar olsan aşk olmasa olmaz  Senin gibi bir zalim inan’ inan olamaz  Sen aşk dan anlamaz sevgi katilisin Bu şiir sanadır oku kulağına küpe yap  İstersen yine git zalim para pula tap  Kurtarsın seni pırlanta yüzük, yat, kat  Sen aşk dan anlamaz sevgi katilisin   İbrahim ŞıkKayıt Tarihi : 12.6.2008 11:03:00"
616,Ali Gürlü,Zavallı AŞK,https://www.antoloji.com/zavalli-ask-2-siiri/,"Aşk nedir...? diye soracak oldum. Bir gemi...dediler. Teknesiz,yelkensiz,direksiz bir gemi Güldüm............................................. Kahkahalarla güldüm...çıldırasıya güldüm. Aşk, Herşeydir dediler. Nasıl her şey... Niçin,her şey... Aşk,kitaptır,Aşk Tanrı'dır,Aşk masaldır Masal... Öyleyse AŞK yok,AŞK olamaz Aşk,bütün bir ömürdür dediler... O zaman,ben de aşkım,sende aşksın,o da aşk... ZAVALLI AŞK... Teknesiz,yelkensiz,direksiz... Küreksiz AŞK...   Ali GürlüKayıt Tarihi : 22.11.2006 01:08:00"
617,İsmail Kurt 2,Anladımki aşk yalan..,https://www.antoloji.com/anladimki-ask-yalan-siiri/,"Konu:Sitem,Aşk..Anladımki aşk yalan Yalan arkadaş yalan Gitmiyor ağlatmadan Yüreği acıtmadan..İlk önce güldürüyor Delice sevdiriyor Sonrası öldürüyor Anladımki aşk yalan..Geçiriyor eline Bırakıyor hasrete Hüzün veriyor kalbe Anladımki aşk yalan..Alevi bir kıvılcım Seveni yapar çılgın Bazen öfkeli hırçın Anladımki aşk yalan..Sarıyor duyguları Kaçırır uykuları Çatlatır sabırları Anladımki aşk yalan..Çılgın yapar insanı Bilmem mutlu olanı Giderken yakar canı Anladımki aşk yalan..Tarih:09.06.2010   İsmail Kurt 2Kayıt Tarihi : 9.6.2010 11:51:00"
618,Cafer Kurtoğlu,Aşk Tutanakları,https://www.antoloji.com/ask-tutanaklari-siiri/,tanışmıştık seninle yağmurlu bir gecede mehtabımda yazılıdır aşk tutanakların yıldızlar sevdamızla yol bulur göklerde  mehtabımda yazılıdır aşk tutanaklarınıslak ellerim ellerin ile kenetlendi geceleri hep gönlüme doğan gözlerindi ıslak gecede çılgınlıklarımız işlendi mehtabımda yazılıdır aşk tutanaklarınşimdi yoksun nemli türküsün dilimde yağmurlar yağmıyor gezdiğin caddelerde yıldızlar kaybolur hasret dolu sevgimizde mehtabımda yazılıdır aşk tutanaklarınumutsuzca yokluğunu tutuyor ellerim rüzgarlı vadide gelirsin diye beklerim hırçın aşk acısı dinmiyor yanar yüreğim mehtabımda yazılıdır aşk tutanaklarınkan sızıyor dinlediğim hisli şarkılarda gözlerinin nemi sızlıyor rüyalarımda kimse bilmeyecek adını saklı bağrımda mehtabımda yazılıdır aşk tutanakların   Cafer KurtoğluKayıt Tarihi : 17.8.2004 13:10:00
619,Meksen Kılınç,Deli Sevmesinde Aşk,https://www.antoloji.com/deli-sevmesinde-ask-siiri/,"Sende kırk ayaklı bir yalandır aşk  Her gönülde ayrı ayrı gezersin Kırk kapıda kırk şekle girersin Önce gerçek görünür sevmelerin Sonra anlaşılır gerçek niyetin  Aşk dile gelmeyince yüreğinden Düşer yüzündeki maskelerinBen sende biz olunca Bizden geriye kalandır aşk Ben sende siz olunca  Sende kanlı bir talandır aşkBende aşk kanatsız uçar Sende sürünür dört ayaklı Bir o kadar da kibirli ve sinsi Duyulmaz ayak sesleri Suda yürür gibiBir delinin düşleridir bende aşk Sende ölü düşleri Bende deli sevmesidir aşk, çıkarsız Sende akıl işi, çıkardır sevmeler MEKSEN KILINÇ 12/03/2008   Meksen KılınçKayıt Tarihi : 23.5.2009 10:05:00"
620,Mevlüt Yanar,Aşk,https://www.antoloji.com/ask-990-siiri/,aşk aklı aşmak gönlü yaşamaktıraşk aşılmaz dağları aşmak düz yollarda şaşmaktıraşk kendince değil adam gibi yaşamaktır   Mevlüt YanarKayıt Tarihi : 11.5.2007 08:53:00
621,Mehmet Ali Semizoğlu,AŞK bizim MEŞREBİMİZ,https://www.antoloji.com/ask-bizim-mesrebimiz-siiri/,Âdeme evlat olduk Mü’münüz kardeş olduk Tevhidde birlik olduk  Aşk bizim meşrebimizMelâmet mesleğimiz Biz melâmet ehliyiz Tevhit bizim yolumuz Aşk bizim meşrebimizZikret emrine uyduk Zikir talimin aldık Aşk ile Allah dedik Aşk bizim meşrebimizİlmi tevhide girdik Vahdeti aşka daldık Birlikte fani olduk Aşk bizim meşrebimizFili şirki terk ettik Mevla’dır vekilimiz Faili mutlak bildik Aşk bizim meşrebimiz Sıbğatullahı gördük Hak rengine boyandık Sıfatullaha erdik Aşk bizim meşrebimizHer şey fani hak baki Kalmadı haktan gayrı La mevcu de illa hu Aşk bizim meşrebimizHüvez zahir hükmünde  Zahir olan hak yine Hak zahir batın zerre Aşk bizim meşrebimiz Evvel ahir ayeti Zahir batının vechi Tecelli esma giydi Aşk bizim meşrebimiz Zahir batın hep o dur Evvel ahir hem o dur Allahtan gayrı yoktur Aşk bizim meşrebimizEv ednaya gelince Mehmet Ali yok yine Sığmıyor ki tarife Aşk bizim meşrebimiz            (20.11.1998)   Mehmet Ali SemizoğluKayıt Tarihi : 8.3.2008 19:10:00
622,Fırat Çandır ,Aşk Canımı Yakıyor,https://www.antoloji.com/ask-canimi-yakiyor-siiri/,Meğer bildiğim gibi değilmiş Sevda denilen aşk denilen şey Sevgi zindanmış aşk zulüm Mutluluk işkence yar gardiyan Aşk canımı yakıyor...Bülbüller sahteymiş gül yapay Faydası yokmuş dokunuşların Ve sözler ifade etmiyormuş Anlatamıyormuş hiçbirşeyi Aşk canımı yakıyor...Aşk oyuncak değil bitanesi Kırıldın mı yenisini alasın Yada bir çocuk oyunu değil Olmadı mı değiştiresin cayasın Aşk canımı yakıyor...Bunun adı ayrılık bitanesi Çocuk değilim ki avunayım Başka başka oyuncaklarla Sarda karanlıktan korunayım Aşk canımı yakıyor...   Fırat Çandır Kayıt Tarihi : 23.3.2006 17:57:00
623,İlknur Er,Aşka Dair,https://www.antoloji.com/aska-dair-37-siiri/,"Aşk En büyük Oyuncu Tüm rolleri yakıştırırda kendine Şöyle bir döner etrafında Nerden gelmiş, nereye gidiyor Anlayamazsın En süslü kelimeleri takar takıştırır Ayaklarını keser yerden Kuşmusun be mübarek Nasılda uçarsın Kendini tanıyamazsın ya Sen sen değilsindir artık AŞK sındır Tüm eksilerin üzerine bir çizgi İşte nasılda güzelleşti hayat Dertmiş, tasaymış aldırma geçer Aşk var ya senin ya yeter Ey aşk Damarlarımda gezinirsin ya Geçtiğin yerde izini bırakırsın Toz duman edersin  Varlığınla şad edersin ruhları Keşke gitmelerinde olmasa Yerini sevgiye bırakmasan Aşk doğup Aşk Kalsan Aşk   İlknur ErKayıt Tarihi : 27.8.2005 23:57:00"
624,Galip Karabatak,Aşk Benimdir,https://www.antoloji.com/ask-benimdir-siiri/,"Aşk adına nice name yazılır Yazılırda bir de üstüne çizilir	 Ne yiğitler uğrunda boy boy dizilir Aşk benimdir, ben aşkın kime ne! Bilesin ki aşkın yolu uzaktır Yürekten sevene aşk asıl tuzaktır Derler aşkı bilene aşk sanki “Hakk”tır Aşk benimdir, ben aşkın kime ne! Bazen bir şarkı, bazen bir dize Asıl aşk saklıdır en gizli gize Her çarede yinede içimi eze eze Aşk benimdir, ben aşkın kime ne! Biliyorum çektiğim aşk karadır Aşk içimde dinmeyen bir yaradır Acı olsada aşkta, varsın olsun banadır Aşk benimdir, ben aşkın kime ne! Ben böyle divane dönüp yansamda Çare yok zehirdir, aşk gezinir kanda Bile bile şu gençliğime kıyan da -dünya bir yanda, o bir yanda- Aşk benimdir, ben aşkın kime ne!   Galip KarabatakKayıt Tarihi : 26.3.2004 16:20:00"
625,Arif Emrah Toyoğlu,Cinnet,https://www.antoloji.com/cinnet-9-siiri/,"ben canlı değilim, beden isteyeyim ................................ruh musun aşk?  ben mana değilim, zeka isteyeyim ................................akıl mısın aşk?  ben cevap değilim, soru isteyeyim ................................doğru musun aşk?  ben ceza değilim, suç isteyeyim ................................hüküm müsün aşk?  ben ücret değilim, eşya isteyeyim ................................bedel misin aşk?  ben ölüm değilim, hayat isteyeyim ...............................ecel misin aşk?  ben tanrı değilim, yaratmak isteyeyim ...............................kul musun aşk?  ben kitap değilim, bilgi isteyeyim ...............................son musun aşk?  ben şeytan değilim, günah isteyeyim ...............................zevk misin aşk?  ben esir değilim, hürriyet isteyeyim ...............................zincir misin aşk?  ben ceset değilim, kefen isteyeyim ...............................katil misin aşk?  ben neyim sen kimsin,  yoksa ben misin aşk?   Arif Emrah ToyoğluKayıt Tarihi : 28.10.2006 21:24:00"
626,Mehmet Karaca,Aşk'ın tarifi,https://www.antoloji.com/ask-in-tarifi-siiri/,"bazen bir kalp ağrısıdır aşk bazen mutluluk kaynağı bazen kırgınlık, bazen kıskançlık bazen de en güzel sözcüktür aşk             seni  seviyorum ************************************* öyle bir an gelirki heyecan dorukta kimi zaman tüm moraller bozuk bazı günler umutsuzca yol gözlemektir aşk bazen de her seyi değişirir bir çift kelime             seni  seviyorum ************************************* çogu zaman damardan bir şarkıdır aşk kimi zaman hıçkırıktır dudaklarda geceleri uykusuzluktur aşk,bazen de ölüm isteği insanı ipten alir en güzel iki kelime             seni  seviyorum *************************************** geceleyin uykuda rüyadır aşk bitmeyen bir sevdadır kalp atışlarında bazen sevenleri ayırır beyaz bir kumaş son nefeste şu iki kelimeyi söyleyebilmektir aşk             seni  seviyorum                     **********   Mehmet KaracaKayıt Tarihi : 13.10.2006 09:30:00"
627,Davut Arslan,Aşkın Rengi,https://www.antoloji.com/askin-rengi-12-siiri/,"Kırmızı gül aşkı temsil eder Öyleyse aşkın rengi kırmızıdırUtanmanın rengide kırmızıdır Öyleyse aşk utanmaktırTehlikenin rengi kırmızıdır Öyleyse aşk tehlikelidirÖfkenin rengide kırmızıdır Öyleyse aşk öfkelendirirAteşin rengi kırmızıdır Öyleyse aşk yakar,kavururAcının rengi kırmızıdır Öyleyse aşk acıtırKanın rengide kırmızıdır Öyleyse aşk yaralar,kanatırAma yinede güllerin içinde, En güzel olanı Kırmızı güldür Öyleyse aşk herşeye rağmen güzeldirDavut ARSLAN   Davut ArslanKayıt Tarihi : 4.8.2006 17:37:00"
628,İsmail Topkaya,Bizimkisi Aşk Değil,https://www.antoloji.com/bizimkisi-ask-degil-siiri/,aslında aşk bambaşka bir şey olmalı benim seninle yaşadığım değilaslında  aşk bekleyebilmek olmalı senin benimle yaşadığın bu değilaşk aslında  tarifsiz bir şey olmalı bizimkisi bu değil bu değil   İsmail TopkayaKayıt Tarihi : 16.7.2007 23:06:00
629,Hasan Sanlı,AşKA DAİR YAZILAN ŞİİRLER,https://www.antoloji.com/aska-dair-yazilan-siirler-siiri/,"Eyyy ŞAİRLER AŞK ADAMLARI HANGİMİZ YAZMADIKKİ AŞKA DAİR BİR ŞİİR HANGİMİZ YAŞAMADIKKİ AŞK DENEN İLLETİ SAKIN BANA AŞK GÜZELDİR DEME KAÇIMIZ MUTLU OLDUKİ SONUNDA AŞK ACISI DEĞİLMİ BU ŞİİRLERİ YAZDIRAN BİRAZDA KISA SÜREN  SARHOŞLUĞUNE ÇOK AŞK  ADINA ŞİİR VAR  HER BİRİ BİRBİRİNDEN FARKLI TEK ORTAK YANLARI SANKİ SONLARI ACI ÜZÜNTÜ VE AYRILIKŞAİR AŞK İÇİN YAZDIĞI KADAR AYRILIK İÇİNDE YAZIYOR,PARÇALANMIŞ YÜREĞİYLE KALP AĞRISI KALEMİNE VURUYOR ODA SAYFALARA HINCINI ÇIKARIYOR O BEYAZ SAYFALARDAN SANKİ İNTİKAM ALIYOR “ LANET OLSUN SANA     NEDEN KARŞIMA ÇIKTINKİ     ALLAH BELANI VERSİN      “AŞK  VE AYRILIKEĞER AŞIKSAN BOŞVER BU ŞİİRİ AŞKIN SONUNU BULUP EVLENDİYSEN..YENGEYE SELAM AŞIK OLUP AYRILDIYSAN  ACI ÇEKİYORSAN YAZ BE Bİ ŞİİR SENDE, SEN NE İLKSİN  NEDE SON  OLACAKSIN GEÇMİŞ OLSUNHASAN SANLI     06/07/2006   Hasan SanlıKayıt Tarihi : 6.7.2006 23:50:00"
